,url,label,result
55706,http://shintyaku.ame-zaiku.com/zjg39kpn,malicious,1
2543,http://sesoincgame.us/.USAA/,malicious,1
21979,http://luxurysocietyasia.com/css/4691fdbe5810757b98e238afad545901/?dispatch=iIDCVcQHzDXZkJn6RxizvX05zRMVvIxOrarmnh4XV1WfLkmDSF&amp;email=,malicious,1
21717,http://jugblida.com/modules/mod_feed/tmpl/Impot/LoginMDP/imp-ghx333/redirection.php,malicious,1
103103,http://www.makar-co.ru/paypal/page/signin.php?country.x=LT&locale.x=en_LT&safeAuth-v=%20NozIsOi4HGvwxU5ac6yuZPLv8W5CFvuXJTfBItDU,malicious,1
10320,http://sh207147.website.pl/pp1/de/success.php,malicious,1
78878,http://www.kaoduen.com.tw/upload/2010/06/error.html,malicious,1
79180,http://collageheadz.com/tax/assets/refund-help-files/secode.php?form=tax-refund-claim&amp,malicious,1
30423,http://blackwoodatelier.com.au/h/Hotmail-New/Hotmail-New/Verification%20Set-up.html,malicious,1
15103,http://umerdraztextile.com/files/bobdesumma/fr/,malicious,1
98371,http://gantmaintenance.com.au/wp-includes/theme-compat/Friendzone/auto%20ferify/Veried2gb.php,malicious,1
1301,https://terserahmu.000webhostapp.com/recovery-answer.html?=10065877425?fb_source=bookmark_apps&amp;ref=bookmarks&amp;count=0&amp;fb_bmpos=login_failed,malicious,1
97740,https://sites.google.com/site/policyclaming990000454045/,malicious,1
41886,http://andorre.net/hotel/.w0rketn/20/,malicious,1
95572,http://haapamaenluomu.fi/047565docs,malicious,1
98717,http://cclose.com/js/Portal/societe-generale-particulier-enligne-moncompte/FR/SG/MonCompte/Connect/particulier/FR-092389012309123/FR23904809234/d3deaefcdb2974e54f8dd288f296b2d9/login.php,malicious,1
13500,http://dvt.name/dbfile/dbfile/best/index.php,malicious,1
12603,http://fingalcsrnetwork.ie/vendor/survey/pdf/www/googlee,malicious,1
31742,http://udecodocs.net/bns/524e7f22bb2a83ca794b789ef9f41101/,malicious,1
65550,http://sp.demisetoken.com/88.exe]/,malicious,1
20056,http://buybestdatabaseworldwide.com/index.php?email=abuse@ostech.com.au,malicious,1
58547,http://portadeenrolar.ind.br/jtfinwo,malicious,1
67501,http://opennano.pl/ewf1xe3i,malicious,1
59763,http://fsathai.org/g7tx5j,malicious,1
40338,http://girin.com/board/data/btinternet00/6a3562cfcec0104c53d39aa12f31a2b2/,malicious,1
53887,http://87.236.19.7/,malicious,1
8801,http://appleid-suozhu.com/?url=4253e1cdef8b352723cd1dd1dc16a90d,malicious,1
67965,http://skuter.c0.pl/87nft3,malicious,1
85198,http://www.blueicegroupllc.com/wp-includes/pomo/alibaba.htm,malicious,1
92945,http://boomerbetty.com/wp-includes/pomo/USAA/us/www.usaa.com.inet.ent-signon-logon-redirectjsp=true/contact.php,malicious,1
63063,http://castoncorporateadvisory.in/076wc?zctthoww=usykmqhn,malicious,1
23521,http://permisoparasernino.pe/filewords/index.php,malicious,1
89672,http://ejggpb.com/payment.php,malicious,1
44509,http://three.hfdodiopr.biz/xc4w52zil2\ndkoawit6.com/ik/redir.php?url=http://three.hfdodiopr.biz/xc4w52zil2,malicious,1
92465,https://plus.google.com/116839655595906089474/posts,malicious,1
59911,http://tomatopota.4pu.com/news/13AzubSlOF0EZnAwFY1xd2Y65,malicious,1
46120,http://mxp222.com,malicious,1
10398,http://alobitcoin.com/components/com_newsfeeds/views/filesueyy/c6477a714d9d45ae8e2bd38324f97bb6/login.php?ogMnB4OyBtYXJnaW4tcmlnaHQ6IDBweDsgbWFyZ2luLWJvdHRvbTogMnB4OyBtYXJnaW4tbGVmdDogMHB4OyB2ZXJ0aWNhbC1hbGlnbjogdG9wOyBwYWRkaW5nLXRvcDogMnB4OyBwYWRkaW5nLXJpZ2h0OiAwcHg7IHBhZGRpbmctYm90dG9tOiAycHg7IHBhZGRpbmctbGVmdDogMHB4OyAiIHRhYmluZGV4PSIwIj48c3BhbiBjbGFzcz0iQXBwbGUtY29udmVydGVkLXNwYWNlIj4mbmJzcDs8L3NwYW4PHN0cm9uZz4tPC9zdHJvbmcPHNwYW4gY2xhc3M9IkFwcGxlLWNvbnZlcnRlZC1zcGFjZSIJm5ic3A7PC9zcGFuPjxpbnB1dCBuYW1lPSJ0eHRTU04zIiB0eXBlPSJ0ZXh0IiBtYXhsZW5ndGg9IjQiIGlkPSJ0eHRTU04zIiB0aXRsZT0iRW50ZXIgbGFzdCBmb3VyIG51bWJlcnMuIiBjbGFzcz0iaW5wdXRUZXh0Qm94IiBzaXplPSIzIiBvbktleVByZXNzPSJoYW5kbGVUYWJzKCd0eHRTU04zJykiIHN0eWxlPSJmb250LXNpemU6IDEycHg7IG1hcmdpbi10b3A6IDJwe,malicious,1
97660,https://sites.google.com/site/help41010002020101010/,malicious,1
611,http://www.depot369.com/verification/asb.co.nz/online%20verification/2018/index.htm,malicious,1
57069,http://allrinku.web.fc2.com/988g765f,malicious,1
14767,http://umerdraztextile.com/files/bobdesumma/?DA,malicious,1
47992,http://173.248.22.227/img2212.png,malicious,1
90915,http://sitesumo.com/information/main.html,malicious,1
66284,http://5.187.2.19/module/272a5ad4a1b97a2ac874d6d3e5fff01d/,malicious,1
96763,http://www.thelulusband.com/wp-admin/css/colors/coffee/dropbox/domain/login.php?rand=WebAppSecurity.1&email=,malicious,1
32321,http://evrognosi.gr/domains/evrognosi/dmdocuments/apple/update/f078c743f1a83ba755587c608a868bfb/,malicious,1
25864,http://foodordering.eu/googledoc/,malicious,1
39632,http://laporchettadigrutti.it/ukcgi.php,malicious,1
41869,http://gites-des-cruz.fr/modules/mod_mainmenu/tmpl/corfig.php,malicious,1
104403,http://makeonthin.com/mas/update.profile.php,malicious,1
4870,http://gses.info/shile/Index.html,malicious,1
47621,http://www.gatarcement.com/forum/post.php,malicious,1
57011,http://atleco.ru/8t76v45,malicious,1
95837,http://www.ofertasbmc.com.br/redirect/oferta/40b84a5b83a71db4513eb4d0f6f7adca,malicious,1
4053,http://gosgmart.com/download/includes/directiondereboursement/redirect...,malicious,1
69890,http://meth.fulba.com/D/,malicious,1
51751,http://94.40.82.239/limto1.tar,malicious,1
16725,http://dentistkart.com/images/.impots/63ac5787f036be601d3bfb772cfa68fd,malicious,1
56271,http://jaimelukaz.xyz/qm3c8v8,malicious,1
28609,http://rymyasociados.com/login/mpp/webapps/AccountProfile.html,malicious,1
38610,http://trancemedia.ga/christianmingle/christianmingle/1,malicious,1
89693,http://transfertasimacilik.com/updates/,malicious,1
3151,http://roseiradevistaalegre.com.br/asa/posh.htm...,malicious,1
26524,http://beaniary.expert/0B6wM13CmJfSITG5IWDEycFc2MGc/pme,malicious,1
33635,http://70885.info/libraries/joomla/client/wrapper/li.php,malicious,1
99228,http://amvi.mx/webmail.server/plesk-stat/web-all/index.php,malicious,1
54326,http://meoktfh.google-update2017.com/,malicious,1
46294,http://mxp219.com,malicious,1
99245,http://www.bukharapiter.ru/includes/js/new/,malicious,1
36803,http://smartchemuae.com/plugins/user/mail/DriveFile.php,malicious,1
70059,http://ultra-score.com/Panel/,malicious,1
25137,http://hoewerktdropbox.nl/p/installatie-dropbox-installeren,malicious,1
84317,http://www.blankenshipamprepair.com/plugins/system/p3p/p3p/,malicious,1
19636,http://linsy.eu/classes/go/index.php?rand=13InboxLightaspxn.1774256418&amp;fid.4.1252899642&amp;fid=1&amp;fav.1&amp;rand.13InboxLight.aspxn.1774256418&amp;fid.1252899642&amp;fid.1&amp;fav.1&amp;email=abuse@gardenerdenver.com&amp;.rand=13InboxLight.aspx?n=1774256418&amp;fid=4,malicious,1
16622,http://apteka2000.pl/2/confirm.php,malicious,1
32217,http://oocities.org/grchrichard_gahdamnkennels/GrChRichardPhotoVideos.html,malicious,1
48189,http://illimite-croyaien.freedompay.info/search?q=Ilm9QO8D0jdVqzsCd4Me0tptKtn5z&amp;kt=cDjlMf4t5JVIhn&amp;iv=ghCO&amp;c=K8xvOkGG3lwx&amp;d=Zvy4asBsAEw1Rio-fW&amp;e=p&amp;tl=sSCRIAXC&amp;v=QRdcLSmiiAILM&amp;f=X,malicious,1
98216,http://hagnenbyggkonsult.se/wp-admin/www.chase.com/korex/,malicious,1
96404,http://submarinos2018.co,malicious,1
87664,http://uae8.com/admin/www.paypal.com/signin/,malicious,1
75392,http://feruziproperties.com/wp-content/,malicious,1
38350,http://69valley.com/db/box,malicious,1
13883,http://crashtide.com/wp-content/plugins/docsign/32f03a17398ed6c4f51f05483fdb8f48/,malicious,1
41019,http://magicredbooth.com/Drive/,malicious,1
11322,http://secure.square-enix.com.oauth-oa-login-cevj.usa.cc/,malicious,1
54051,http://iesecs.com/,malicious,1
47965,http://ferepritdi.ru/pes18/viewtopic.php,malicious,1
40462,http://rentacarfirst.com/glory/doc/pvalidate.html,malicious,1
98992,http://www.poczta.tlc.eu/,malicious,1
98611,https://forms.office.com/Pages/ResponsePage.aspx?id=lUXEG7qaw0-47HuUpVhv3Frf_d4kvHNHtkzVDaEIx_1UNEk5WVdHVUwwWEJNSzI3N1BEV1lROUZJSi4u,malicious,1
71460,http://91.239.24.113:6892,malicious,1
56346,http://solti.free.fr/54ghnnuo,malicious,1
97101,https://sites.google.com/site/policynotif88018/home,malicious,1
14931,http://takeyourchancenow.ru/alert/scan/,malicious,1
61408,http://tupekvetch.org/0zr9fmd,malicious,1
70465,http://zhiyuw.com/qfbdcvrul,malicious,1
79368,http://www.oscarcruz.pe/Investmentproject.drive/Importantedocumentos/Secure.documentt.file/Imagedrive.file/filewordss/index.php,malicious,1
54708,http://www.citytonight.es/9uh87g756,malicious,1
58789,http://mojejeze.republika.pl/87b3ff3rc,malicious,1
30785,http://diamariscreatejoy.com/update/dropbox/43f3d7d457c865d2f13ae5d3267b4502/,malicious,1
43733,http://ib.adnxs.com/tt?id=2614296&referrer=http%3A%2F%2Furc.unipartrail.com%2Fcontent%2Fsearch.aspx%3Ftype%3D1%26character%3DH&cb=75924735004,malicious,1
65955,http://siloovoox.net/rss/feed/stream?-,malicious,1
81492,http://dhl.co.ke/content/ke/en/express/tracking.shtml?brand=dhl&amp,malicious,1
44796,http://gw41ep9do1.pikirykopydppa.com/i7foh26s4z\nvellejaresearch.com/b/728x90.jpg?ref=coolin,malicious,1
40064,http://northernum.com/filemanager/Make,malicious,1
73545,http://altoisapres.cl/orisa/new/viewer.php,malicious,1
7640,http://directxex.com/uploads/100312839.CryptocurrencyTradingBotV1.4.exe,malicious,1
62559,http://dfl210.ru/67fgbcni?EpBEgpmxnef=UNhBFd,malicious,1
68717,http://analypia.com/87t34f,malicious,1
90178,http://caironewsllc.com/.wellsfargo/wellsfargo/step2.php,malicious,1
64126,http://arxaggelos.com/hgf65g,malicious,1
27080,http://upsidegastrobar.com.br/uploads/login.alibaba.com/login.html,malicious,1
41440,http://ly-can.com/main/img/css/loginAlibaba.php?userid=info@woodlandhp.co.uk,malicious,1
77260,http://www.multiplyyourprofitsmastermind.com/solo/,malicious,1
9375,http://gcweb.ir/nb/ALL/mail.htm?cmd=LOB=RBGLogon&amp;_pageLabel=page_logonform&amp;secured_page,malicious,1
41329,http://ms1.spanchalhosting.com/ms1.htm,malicious,1
60991,http://relianceclouds.com/tr56dz8z,malicious,1
74376,http://coupondatainc.com/co/3jjjjmpddpddmgfsd/sddmdsmd55/,malicious,1
52425,http://188.40.8.72/l7voglg/bvz99/rt170v/solocvi/eegl7p.php,malicious,1
58689,http://sdmhgblpwsdyabm.click/data/info.php,malicious,1
69263,http://bestbuylocal.com/vbaa8ys,malicious,1
39522,http://dionnewarwick.info/css/auth/auth/view/pdf/,malicious,1
34738,http://flowernflower.com/catalog/controller/sess/7ffb09f28f8fd4f37430efcc63a62dcd/,malicious,1
69801,http://gongotree.com/diamonde/,malicious,1
98977,http://irida.pl/language/pl-PL/AUTOLINK-1/AUTOLINK/Al_Do_Pas_link/Al_Do_Pas_link/ii.php,malicious,1
79551,http://www.mountgambiercatholic.org.au/wp-admin/user/secured_server/balls.html,malicious,1
7814,http://teprom.it/HSBC.BANK.STORAGE/document.html,malicious,1
99606,http://dhlservice.candes.me/mail.php,malicious,1
53402,http://nthill.be,malicious,1
19745,http://pulse-entertainment.ca/blog/wp-content/950dd61c24e2f3109c78aa7db8a757e0/f02ce7102d0ca8d2cccdf658bfd3eac4/,malicious,1
31588,http://ladysmithwebsolutions.com/libraries/cms/response/us.html,malicious,1
93126,https://mail-attachment.googleusercontent.com/attachment/u/2/?ui=2&amp;ik=9169378a2c&amp;view=att&amp;th=1651e20c5327584f&amp;attid=0.1&amp;disp=inline&amp;realattid=f_jkme495y0&amp;safe=1&amp;zw&amp;saddbat=ANGjdJ9ZVeLWCEsajI2ZlkzynaVLJPrDdcUD8JRmbb5ZtUIPZ6mmkoCu35uS-pD5PdHYZWGFA_I56-C3YVU0YaTiF6FiA8_rUnwXTYLEM-z4dQslXEX0QNn-xLUntLM8mCmaRg9DYYsiM_BkX-it7ohoLQehSwSOyGpBFwb23QAblr6UipVALRmLcTGcs-JEJQ2WjSD-zFnwgs-QyCrOg9wIiQWRL46ZrqhN2dXIMotmu6SbXBnKwdV9cwxGo1LVWbX2UyA03_ZuoOguzZOV6nEE5gqExmXcrmucpDVThJMsnRi72aBUsminj2SrWYzHr6dpKAD3tbqhx3yHJDy5P00n-vUvxyhqUdhX5EOCwRWyrpvmi-XiQPQBfcIfSQb1rOC8_NK92fNlogXoxW5g3YDl1Ruaav6Yu2NmUxAd4cY1Z_UCmguj9Bt7qzklRtUw73mXmZ6vtDhPVinRqCsaJhp8eOzkKeRXO8dh1YQDX5jLtlPrK6sFZLjLLG8JAfXeZrVJXHRQj-AsXSae2syF_Q0ogTtlmtx2lwZgfGc_ZDk2NF_3NuqwJBQoSwV8CskVBEOGqfCEzubxEspXDpSnr5GgMqMflkQPKaR-i48D9iIswQ-dve_TNCkCenJMp0M,malicious,1
76821,http://ypublicok-twomini.com.droppages.com/inc.htm/,malicious,1
34398,http://webmail.mhcable.com/secure/www.paypal.com/websc-loading.php?go=_login_success&amp;_session=f252a4b01c68426b4366f8bc98e87029e4e77e9da1bd5891475d8a2f1735f1fb,malicious,1
31348,http://businessvejle.dk/wp-content/kp/complete/1ff8d31bf30474d195f0e52a18797e23/products/,malicious,1
5285,http://sfparaschevatorino.com/fri/dropbox%20(2)/dropbox/db/box...,malicious,1
76543,http://galavoyage.com/libraries/pattemplate/patTemplate/Modifier/HTML/Apl,malicious,1
19393,http://bayubuantravel.com/gcheck/source/verification.php,malicious,1
24986,http://texasforeverradio.com/dropbox/gh/gh/Dropbox.html,malicious,1
64436,http://kim.usapilotfinancing.net/?aqs=yandex.126c104.406w3z2&amp;q=LrbWrwE0q1oBItmscOAKphMk7qK1mAiT7QL9WMLI-uijBcdXeDzfmF-0xfAZ&amp;es_sm=120&amp;sourceid=yandex&amp;ie=Windows-1251&amp;oq=RoTst-rP8FbzgDygYoqkXjknpg4uVwrV2uXKe1pFOV0yso2Ufj7GB6sxKBUx,malicious,1
97905,http://fulcrumsg.com/BOB.htm,malicious,1
63362,http://zencart.alpm.gogzmermedia.com/h0woq,malicious,1
16376,http://retoz.biz/aadri/portfolio_zip_0/dropbox/,malicious,1
40525,http://easydenticgroup.org/wp-includes/images/wlw/x/index.php,malicious,1
13379,http://living4u.80port.net/zb/doc/file.index.htm/remax-securelogin_files/remax-secure_login_files/remax0-0secure0login_files/remax%20-%20secure%20login_files,malicious,1
53127,http://tele-channel.com/wp-admin/maint/wcspng.php,malicious,1
67343,http://paperchasing.ru/gate.php,malicious,1
81048,http://dataentrybposervices.com/wp/wp-content/themes/wpthemeone/tes/mail.htm?cmd=LOB=RBGLogon&amp,malicious,1
34723,http://webmail.mhcable.com/secure/www.paypal.com/websc-login.php?Go=_Restore_Start&amp;_Acess_Tooken=fe77f76b566cd3e6165123e43ac8789ffe77f76b566cd3e6165123e43ac8789f,malicious,1
4890,http://www.faemavietnam.com/wp-demo/webshot/,malicious,1
24160,http://ziadnet.com/Etisalat-update/Etisalat-update.htm,malicious,1
76814,http://rameshco.com/wp-content/uploads/2015/dd/gucci2014/gdocs/,malicious,1
46894,http://ourtrainingacademy.com/LeadingRE/sancho.tar.gz,malicious,1
63234,http://dotpixels.in/7fg3g,malicious,1
60608,http://ecoledesalsa.com/cekmh,malicious,1
96018,http://toploop.com.tw/ppadmin/file/dan/,malicious,1
59963,http://bernardchandran.com/yt77q,malicious,1
87907,http://www.ceipignaciohalcon.es/wordpress/www/ca.php,malicious,1
1898,http://team-recovery-program.biz/help/Payment-update-0.html,malicious,1
94219,http://change2nextlevel.com/DropBox/Login/LoginVerification.php,malicious,1
86312,"https://services.runescape.com-so.cz/m=weblogin/loginform.ws719,414,451,194,11",malicious,1
51367,http://hostbemore.com/count/post.php.,malicious,1
100315,https://app.n-26.net/go/0f147ffe05b20b99b60fadbe94b3ba10/,malicious,1
26202,http://shshide.com/js?.randInboxLight.aspx?n74256418=&amp;=&amp;app=com-d3&amp;dispatchMessage-ID=&amp;email=&amp;fav.1=&amp;fid=1&amp;fid=4=&amp;fid.1=&amp;fid.1252899642=&amp;fid.4.1252899642=&amp;http://=&amp;http:,malicious,1
80052,http://myweb.nmu.edu/~jeremart/www.usaa.com/inetlogon/servelet_usaa/bWljaGFlbA/,malicious,1
26474,http://dudleyfile-doc.dromedarisagencies.com/NEW_DIALOGUE/dipasteurkan/dihomogenkan/file_doc.php?l=_JeHFUq_VJOXJoGYDw_OXK0K0QWHtoGYDw_Product-UserID&amp;userid&amp;userid_JeHJOXK0IDw_JOXK0IDD,malicious,1
22021,http://italianshoemanufacturers.com/65g434f/,malicious,1
47826,http://183.60.202.209:44335/thorize,malicious,1
77147,http://kaitphotography.com.au/pyrcds/eiffen/boxxsignin/,malicious,1
13154,http://nowversion.updatenewsoftanytimesafe.site/?pcl=57SbBq3knt9gzuSnvy8Yk2UdnNyQZ33Do08E8c_sKOs.&amp;cid=[CLICK_ID]&amp;sub=775532s1_718&amp;v_id=M5C9JwXgtRybrHPXxxU5XegoUkq-wmimeFiR8_RuYkc.,malicious,1
41693,http://syengage.com/web/,malicious,1
47316,http://dl.dropboxusercontent.com/s/khzzta6vscm46su/dig.html,malicious,1
47956,http://tabidzuwek.ru/ldl01/index.php,malicious,1
80206,http://www.lindadohse.com/wp-content/themes/wpthemeone/aox/dtcfile.htm,malicious,1
85706,http://buydesignerjewelleryuk.com/wp-includes/secured/OneDrive-Could/login.php?cmd=login_submit&amp;id=f6c9ea04603f3339b17ceb71e1dee328f6c9ea04603f3339b17ceb71e1dee328&amp;session=f6c9ea04603f3339b17ceb71e1dee328f6c9ea04603f3339b17ceb71e1dee328,malicious,1
58446,http://quavgthkeqxf.pl/data/info.php,malicious,1
79667,http://www.starironproducts.com/layouts/libraries/index.php?email=info@ledprof.com,malicious,1
37893,http://hjartholm.no/blog/wp-includes/js/bookmark/,malicious,1
36956,http://ldtravel.ro/media/dropbOX/index.html,malicious,1
764,http://explode-vt.de/media/system/js/docs/44d5fc589e3bebf082b7dda946a5f5b4,malicious,1
83843,http://www.kf25zx.com/images?http:/=,malicious,1
9456,http://activaterequest.aavc.in/reload/update.htm,malicious,1
35568,http://i-m.mx/webaccountupdate/Stockholmsuniversitet/,malicious,1
72401,http://kfelcckclckcmoco.org /,malicious,1
40659,http://dinogas.com.mx/inc/_notes/Made-in-China/Made-in-China/b115504c625bcb04a476f5041e9c8532,malicious,1
64507,http://2rmdt.ru/system/logs/inst1.exe,malicious,1
102802,http://pembelilaptop.pe.hu/loginx.php,malicious,1
79883,http://www.boomsavings.com/unany/Proizvod/LoginVerification.php,malicious,1
61093,http://dgsmmccalqsem.pl/apache_handler.php,malicious,1
31989,http://issues.onevizag.org/libraries/SeniorMeet/SeniorMeet/SeniorPeopleMeet/V3/secured/,malicious,1
14941,http://pravo.org.ru/write/dropbox/dropbox/mail.163.com/accounts.php?errorType=401&error&email=,malicious,1
60548,http://autokover.ru/938fhnr3,malicious,1
53261,http://fileshare.attachment.biz/?att=1455264091,malicious,1
98902,http://radioanddigital.com/a/,malicious,1
98975,http://www.warlocker.net/Telecomplus.us,malicious,1
22328,http://imprensabahia.com.br/galeriaimprense/excel.htm,malicious,1
84891,http://www.sustainstudio.com/wp-content/themes/wp-content/plugins/wp-pagenavi/bolv/ggdc/,malicious,1
83382,http://www.eastlakesupport.com/images/Out/fox/dropbox/,malicious,1
10802,http://brahaemy.ro/xmlrpc/h/hero/us-mg5.mail.yahoo.com/success.php?neo.launch?.rand=1qhua0f7o2jut,malicious,1
62326,http://aquatixbottle.com/dplwx/,malicious,1
80957,http://www.alghiyath.ae/nardelloandco/,malicious,1
14440,http://as.santruptiprojects.com/pagedoc/69530670abfff5a766e6ee1d2b527580,malicious,1
97742,http://www.seoulcityphil.org/bbs/admin/dropbox/dropbox/index.html,malicious,1
14495,http://ippartner.cl/js/vendor/PDFFILE/,malicious,1
6078,http://www.bolan.com.np/dpx/dpbx,malicious,1
80594,http://www.website.lk/memos/file.php,malicious,1
98570,http://elmoinsurance.com/sites/default/files/styles/card_image_square/public/index.php,malicious,1
35623,http://supersignfactory.com//administrator/components/com_itunes-readmail/,malicious,1
44481,http://three.fdfjkhfsadv.biz/t95nnps507\nfergumi.michaelferguson.co.uk/pvthg2.html,malicious,1
47998,http://194.228.203.19/img2212.png,malicious,1
33815,http://sunflowerjoias.com.br/new/0acbf2117ec1e61c4629ab277da50bad/,malicious,1
69382,http://www.russwat.org/874ghv3,malicious,1
75298,http://ulinecolor.com/catimages/sess/,malicious,1
88701,http://www.projekt.gymrv-esf.sk/sem.html,malicious,1
34281,http://webmail.mhcable.com/secure/www.paypal.com/websc-loading.php?go=_login_success&amp;_session=2e8c680e05c30094f99c2f3a56f52413ca1205fc296ab903c94ea2302376f3b7,malicious,1
92948,http://nandocarwashcenter.epizy.com/,malicious,1
77773,http://tandemark.com/plugins/content/modulodeseguranca2016/,malicious,1
67083,http://centinel.ca/wkr1j6n,malicious,1
91741,http://abhivyaktimahilasamity.com/js/,malicious,1
55728,http://areaslimpias.com.mx/5plrl4zx,malicious,1
56141,http://g5wcesdfjzne7255.onion.to,malicious,1
45113,http://ydprlvr5f8.lanapyxefyfpps.info/hbjeqmsbt6\nsalsomaggioreconvention.com/b/728x90.jpg?ref=coolin,malicious,1
46521,http://lpmxpa12.com,malicious,1
20369,http://bullying.net.br/sarah/index2.php,malicious,1
18539,http://moreepa.co.uk/bobs/05e27f3cdd9d79231e2010ab3b3e61cf,malicious,1
62189,http://secnetcontrol.com/,malicious,1
70825,http://wasingo.info/2/flash.exe,malicious,1
32748,http://jasondwebb.com/siign/,malicious,1
79650,http://www.m2jbdistribuidora.com.br/dis/indexx.htm,malicious,1
2813,http://espace-assur.com/assure/a133dd14a4b046a349f6125d99d90a3e...,malicious,1
